timestamp,open,high,low,close,volume
1773681000,73732.04,73815.51,73732.04,73794.78,6
1773681060,73794.79,73841.25,73794.79,73841.25,13
1773681120,73841.54,73878.0,73806.78,73877.99,9
1773681180,73877.99,73877.99,73832.88,73870.12,3
1773681240,73870.12,73873.15,73835.65,73835.65,6
1773681300,73835.66,73840.82,73787.99,73801.19,4
1773681360,73801.19,73840.23,73764.41,73770.01,6
1773681420,73770.0,73795.07,73749.3,73789.98,5
1773681480,73789.97,73867.07,73778.59,73866.88,5
1773681540,73866.87,73888.0,73844.76,73844.77,5
1773681600,73844.77,73883.89,73844.75,73883.89,3
1773681660,73883.88,73883.89,73786.71,73788.08,7
1773681720,73788.07,73822.0,73753.23,73814.24,5
1773681780,73814.25,73817.32,73782.84,73790.39,7
1773681840,73790.39,73809.98,73776.38,73784.34,3
1773681900,73784.34,73829.94,73784.33,73829.93,4
1773681960,73829.93,73829.93,73762.45,73774.73,9
1773682020,73774.73,73780.65,73754.71,73754.71,3
1773682080,73754.71,73754.98,73679.19,73737.52,18
1773682140,73737.51,73737.52,73683.26,73683.26,3
1773682200,73683.27,73743.23,73683.27,73742.07,6
1773682260,73742.07,73871.42,73723.02,73791.32,24
1773682320,73790.77,73794.5,73723.93,73742.41,11
1773682380,73742.41,73747.77,73648.7,73663.6,7
1773682440,73663.6,73685.5,73663.6,73665.47,5
1773682500,73665.47,73734.01,73665.46,73734.01,15
1773682560,73734.12,73866.97,73734.12,73829.97,12
1773682620,73829.96,73890.43,73774.04,73884.35,15
1773682680,73884.36,73950.0,73864.67,73936.65,13
1773682740,73936.65,73950.0,73933.4,73946.36,8
1773682800,73946.36,73946.36,73880.34,73894.62,6
1773682860,73894.61,73960.0,73894.61,73942.8,9
1773682920,73942.79,73965.61,73920.28,73920.28,5
1773682980,73920.28,73939.35,73896.63,73925.8,6
1773683040,73925.81,73925.81,73893.28,73893.28,4
1773683100,73893.29,73919.15,73878.44,73878.44,19
1773683160,73878.43,73940.0,73865.56,73874.02,18
1773683220,73874.02,74065.7,73869.77,74030.96,52
1773683280,74030.95,74044.63,73949.99,73989.53,114
1773683340,73989.53,73995.48,73914.27,73947.5,18
1773683400,73947.51,73947.51,73768.0,73828.53,35
1773683460,73828.52,73915.31,73828.52,73908.77,59
1773683520,73908.77,73908.77,73878.0,73890.06,2
1773683580,73890.05,73922.0,73829.33,73922.0,33
1773683640,73921.99,73956.08,73892.83,73956.07,20
1773683700,73956.07,73956.07,73916.31,73946.18,5
1773683760,73946.18,73972.0,73943.47,73972.0,10
