timestamp,open,high,low,close,volume
1718285400,188.428,191.05,183.48,185.06,51500769
1718289000,185.05,185.16,181.9401,183.87,18846663
1718292600,183.865,185.58,183.35,184.46,11107560
1718296200,184.46,185.15,182.8,183.7499,8039080
1718299800,183.7211,184.8699,183.65,184.4675,6522802
1718303400,184.45,184.85,182.55,182.56,6789247
1718307000,182.58,183.0,181.28,182.5602,7950205
1718371800,185.765,186.0,178.22,179.2099,30806798
1718375400,179.2299,179.82,178.52,179.17,12639953
1718379000,179.1793,179.43,176.92,178.85,10135975
1718382600,178.84,179.72,178.5,179.16,6472900
1718386200,179.165,179.42,177.55,177.93,6048331
1718389800,177.94,178.75,177.58,178.64,6783180
1718393400,178.63,178.6599,177.78,177.965,5476629
1718631000,177.95,182.29,177.0,181.9672,23372206
1718634600,181.97,186.63,181.91,185.58,24402195
1718638200,185.585,187.1587,185.26,186.1677,12213924
1718641800,186.18,187.28,184.45,187.1399,10756746
1718645400,187.13,188.81,186.67,187.1,12094372
1718649000,187.11,188.55,186.25,188.42,10743366
1718652600,188.42,188.75,187.3,187.52,9455818
1718717400,186.595,187.2,183.23,183.474,25001940
1718721000,183.48,184.12,182.375,183.27,13345347
1718724600,183.27,184.9,182.9,184.67,7204863
1718728200,184.66,185.2,183.64,184.6672,6152211
1718731800,184.6676,185.35,183.836,185.04,5674766
1718735400,185.04,185.09,184.39,184.4299,4365979
1718739000,184.4,185.1,184.17,184.881,3519355
1718890200,184.68,185.21,180.72,182.4632,18894354
1718893800,182.44,184.2,182.0,182.7999,8206286
1718897400,182.78,183.44,181.71,181.725,4934812
1718901000,181.7105,181.9,180.09,180.19,6283227
1718904600,180.1999,181.3347,179.67,181.15,5274417
1718908200,181.14,181.35,180.13,181.0884,4327111
1718911800,181.09,181.97,180.75,181.52,3772053
1718976600,181.83,183.9189,180.69,181.745,20397613
1718980200,181.74,183.95,181.5,182.21,9540191
1718983800,182.21,182.87,181.7123,182.6366,4445180
1718987400,182.63,183.09,181.33,181.47,4092050
1718991000,181.435,182.12,181.04,182.0036,4071579
1718994600,181.99,182.09,181.27,181.945,3733610
1718998200,181.96,183.62,181.575,183.04,6256377
1719235800,185.6101,188.38,183.74,183.97,25449582
1719239400,183.96,185.6,182.6,184.79,10961865
1719243000,184.7701,185.54,184.56,185.275,4512822
1719246600,185.26,185.35,183.3601,183.495,4500454
1719250200,183.5,183.99,182.9301,183.3399,4245320
1719253800,183.34,184.38,183.2,184.295,4537312
1719257400,184.3,184.35,182.55,182.6578,4395552
1719322200,184.2,187.01,182.01,186.11,19831866
1719325800,186.1184,186.84,184.9,185.96,8823107
1719329400,185.97,187.97,185.73,185.9693,9033918
1719333000,185.945,186.36,184.81,185.48,5641166
1719336600,185.4847,186.8233,184.6901,186.8233,5372795
1719340200,186.818,187.74,186.33,187.57,5685173
1719343800,187.5,187.72,186.6801,187.43,3980354
1719408600,186.42,194.19,186.36,192.175,30500888
1719412200,192.15,193.66,191.7,193.0864,11006490
1719415800,193.07,195.5,192.69,194.5299,12639066
1719419400,194.5181,195.18,192.94,194.92,7771004
1719423000,194.92,196.2,194.26,196.045,9763100
1719426600,196.045,196.95,195.4448,196.635,9687429
1719430200,196.63,197.755,196.29,196.4,9259075
1719495000,195.21,198.705,194.12,196.81,27604291
