timestamp,open,high,low,close,volume
1618603200,61713.42,62087.98,61333.0,61334.8,8387
1618617600,61334.81,62506.05,61114.14,62372.27,10253
1618632000,62372.27,62464.38,61857.55,62114.99,7769
1618646400,62114.99,62458.28,60700.55,60886.91,11323
1618660800,60886.93,61222.0,60094.0,60264.66,13371
1618675200,60264.65,60785.0,59580.91,60705.02,10217
1618689600,60705.02,60955.0,59969.98,60006.66,5977
1618704000,60006.67,60499.0,50931.3,55014.46,28130
1618718400,55000.01,56527.04,53924.76,56180.34,30550
1618732800,56184.51,56498.0,53064.66,53308.92,25490
1618747200,53299.32,55774.23,53200.0,55452.45,18764
1618761600,55452.45,55967.66,54859.75,55720.66,11851
1618776000,55720.66,56688.28,55537.48,56150.01,10094
1618790400,56150.01,57291.0,55690.62,57030.9,10659
1618804800,57030.9,57485.46,56410.68,57323.35,10568
1618819200,57323.34,57526.81,56120.03,57107.4,16466
1618833600,57107.41,57142.2,54221.58,54585.22,20940
1618848000,54581.82,56100.0,54351.67,55930.94,12023
1618862400,55930.94,56600.0,55517.45,55633.14,7570
1618876800,55633.14,55792.15,54237.04,54764.12,9222
1618891200,54764.13,55486.31,53329.96,54410.57,12643
1618905600,54410.57,56419.13,54230.38,56266.83,13231
1618920000,56266.83,56455.93,54649.58,55323.19,13586
1618934400,55323.18,56782.0,55099.63,56572.44,13480
1618948800,56572.44,57076.24,56090.0,56425.0,10580
1618963200,56425.0,56757.91,55170.61,55204.6,10701
1618977600,55204.6,55822.77,54968.69,55304.04,8687
1618992000,55304.04,55750.0,54276.85,54563.37,11444
1619006400,54563.36,56346.7,54300.0,56153.75,13237
1619020800,56149.93,56339.98,55129.0,55478.7,8554
1619035200,55478.7,55481.16,53536.02,53787.63,14357
1619049600,53787.62,54638.0,52561.0,53497.09,20660
1619064000,53494.63,54850.0,53450.0,54144.99,11139
1619078400,54146.01,55223.0,53080.0,54866.62,15193
1619092800,54866.63,55521.48,54310.04,54651.64,12713
1619107200,54651.63,55166.19,52222.17,52923.54,20501
1619121600,52923.54,52932.39,50500.0,51690.96,24448
1619136000,51690.95,52131.85,48555.0,50298.76,39495
1619150400,50298.76,50572.08,47700.0,47942.44,30271
1619164800,47936.0,50269.17,47500.0,50070.36,24132
1619179200,50070.36,50300.0,48541.0,49836.62,15811
1619193600,49836.63,50920.0,49470.26,50876.72,11761
1619208000,50876.71,51301.34,50140.0,51125.14,10758
1619222400,51110.56,51166.22,49304.06,50109.93,10590
1619236800,50109.92,50631.16,49649.7,49805.2,7461
1619251200,49798.96,50217.89,48657.14,49073.71,11991
1619265600,49072.12,50360.63,48900.0,50212.03,12218
1619280000,50210.01,50888.0,49650.0,50667.75,6999
1619294400,50667.79,51000.0,49900.0,50047.84,6100
