timestamp,open,high,low,close,volume
1718575200,19695.0,19722.0,19670.0,19718.25,3356
1718578800,19718.0,19725.5,19706.25,19711.25,1762
1718582400,19711.75,19717.25,19698.5,19700.0,2102
1718586000,19700.5,19702.75,19684.75,19700.75,2236
1718589600,19701.5,19706.5,19695.0,19699.5,1473
1718593200,19700.0,19707.0,19697.75,19700.5,891
1718596800,19701.0,19705.25,19692.0,19693.25,745
1718600400,19694.0,19707.5,19687.25,19700.0,1512
1718604000,19701.25,19709.5,19675.25,19704.25,5106
1718607600,19706.0,19723.75,19700.0,19718.75,5476
1718611200,19718.5,19748.5,19695.25,19706.5,7211
1718614800,19706.75,19722.0,19698.75,19716.75,3890
1718618400,19717.0,19719.25,19691.75,19705.5,5893
1718622000,19706.0,19724.0,19704.25,19717.5,5946
1718625600,19716.75,19721.0,19681.5,19693.5,15873
1718629200,19692.75,19709.75,19640.5,19690.75,57455
1718632800,19690.5,19720.0,19665.75,19713.5,48796
1718636400,19713.75,19759.75,19713.5,19750.0,39895
1718640000,19750.0,19850.5,19742.75,19827.5,47902
1718643600,19828.25,19967.25,19828.25,19963.0,55653
1718647200,19962.75,20001.0,19947.75,19967.0,42356
1718650800,19966.0,19991.25,19916.0,19925.25,44294
1718654400,19924.75,19927.25,19893.75,19914.75,10217
1718661600,19918.5,19947.0,19914.0,19934.0,0
1718665200,19934.75,19939.0,19923.0,19934.25,1295
1718668800,19932.5,19934.0,19900.5,19914.75,2135
1718672400,19915.25,19915.25,19886.75,19894.0,1771
1718676000,19894.0,19910.25,19893.25,19910.25,1262
1718679600,19909.0,19923.75,19906.5,19913.5,1121
1718683200,19913.5,19916.0,19903.5,19907.75,772
1718686800,19908.5,19921.5,19902.5,19920.5,1187
1718690400,19920.5,19931.5,19915.75,19927.25,2426
1718694000,19927.75,19943.25,19920.0,19931.75,4087
1718697600,19931.5,19961.0,19931.5,19953.0,4015
1718701200,19952.75,19978.5,19950.5,19963.25,4143
1718704800,19963.0,19972.5,19944.0,19952.0,4415
1718708400,19950.75,19958.0,19937.75,19950.5,5587
1718712000,19949.5,19996.5,19920.0,19935.75,10669
1718715600,19936.5,19944.25,19889.75,19904.25,27815
1718719200,19904.25,19938.0,19880.0,19886.0,31092
1718722800,19886.25,19913.25,19851.75,19911.5,23086
1718726400,19910.75,19934.5,19893.25,19929.75,14413
1718730000,19929.0,19953.0,19910.5,19927.0,13033
1718733600,19927.75,19931.75,19885.0,19924.25,14853
1718737200,19924.0,19933.0,19900.0,19923.75,21229
1718740800,19922.75,19934.0,19915.25,19933.5,3548
1718748000,19930.25,19955.5,19927.75,19952.5,0
1718751600,19951.25,19951.25,19939.5,19945.5,352
1718755200,19945.5,19945.75,19931.25,19935.5,583
1718758800,19935.0,19945.5,19933.5,19937.25,590
1718762400,19939.25,19950.0,19937.25,19945.0,529
1718766000,19945.0,19951.75,19941.75,19943.75,319
1718856000,20014.5,20038.25,20009.0,20031.25,784
1718859600,20030.5,20056.75,20029.5,20051.0,1276
1718863200,20052.25,20055.5,20028.75,20034.5,1381
1718866800,20034.0,20095.0,20032.5,20065.0,2403
1718870400,20063.5,20064.5,20032.5,20051.0,2427
1718874000,20052.75,20052.75,20032.25,20043.25,1425
1718877600,20046.25,20057.25,20033.0,20044.25,1211
1718881200,20041.75,20052.25,20016.25,20020.75,1283
1718884800,20021.0,20031.0,19984.0,19992.25,3234
1718888400,19992.0,19995.5,19925.25,19962.0,15641
1718892000,19962.5,19968.0,19847.75,19946.0,18190
1718895600,19946.75,19957.75,19885.5,19893.5,11003
1718899200,19893.25,19907.0,19745.5,19812.5,20952
1718902800,19812.0,19813.25,19694.25,19766.5,14864
1718906400,19766.5,19813.0,19745.0,19747.25,13066
1718910000,19747.25,19799.0,19696.75,19767.25,14346
1718913600,19766.75,19786.5,19759.25,19786.0,3127
1718920800,19781.25,19793.5,19771.5,19791.25,0
1718924400,19794.0,19807.0,19791.75,19801.75,227
1718928000,19800.75,19800.75,19768.5,19768.5,248
1718931600,19771.0,19781.75,19766.25,19775.5,173
1718935200,19779.75,19792.0,19774.5,19792.0,146
1718938800,19792.5,19796.5,19787.5,19790.25,104
1718942400,19788.5,19802.0,19784.25,19802.0,138
1718946000,19801.5,19809.5,19800.0,19806.5,259
1718949600,19810.5,19819.25,19800.0,19803.75,283
1718953200,19805.0,19806.0,19754.5,19763.5,822
1718956800,19765.5,19772.0,19687.5,19715.25,1963
1718960400,19716.25,19755.0,19707.0,19744.75,1034
1718964000,19747.75,19762.75,19721.0,19751.0,396
1718967600,19752.5,19774.5,19726.5,19729.5,466
1718971200,19726.25,19770.0,19715.25,19767.25,839
1718974800,19771.25,19773.25,19748.25,19756.0,761
1719180000,20014.75,20026.5,20000.5,20016.25,2840
